"Participant","RT","Face_group"
"1",1.902,"Ingroup"
"1",0.968,"Ingroup"
"1",0.858,"Ingroup"
"1",1.399,"Outgroup"
"1",NA,"Outgroup"
"1",1.89,"Outgroup"
"1",1.188,"Outgroup"
"1",1.749,"Ingroup"
"1",NA,"Ingroup"
"1",1.534,"Ingroup"
"1",1.49,"Ingroup"
"1",2.67,"Ingroup"
"1",0.967,"Ingroup"
"1",1.344,"Outgroup"
"1",1.632,"Outgroup"
"1",1.1,"Outgroup"
"1",1.751,"Ingroup"
"1",1.041,"Outgroup"
"1",NA,"Outgroup"
"1",0.943,"Ingroup"
"1",0.919,"Ingroup"
"1",NA,"Ingroup"
"1",1.126,"Outgroup"
"1",1.393,"Outgroup"
"1",1.643,"Ingroup"
"1",1.225,"Ingroup"
"1",1.534,"Ingroup"
"1",0.942,"Ingroup"
"1",1.422,"Ingroup"
"1",1.279,"Outgroup"
"1",0.634,"Outgroup"
"1",0.728,"Outgroup"
"1",0.731,"Ingroup"
"1",1.681,"Ingroup"
"1",1.065,"Ingroup"
"1",1.033,"Outgroup"
"1",1.291,"Outgroup"
"1",NA,"Ingroup"
"1",0.853,"Ingroup"
"1",1.189,"Outgroup"
"1",1.282,"Ingroup"
"1",2.403,"Outgroup"
"1",1.481,"Outgroup"
"1",2.164,"Ingroup"
"1",1.207,"Ingroup"
"1",1.063,"Ingroup"
"1",1.868,"Outgroup"
"1",1.209,"Ingroup"
"1",0.749,"Ingroup"
"1",1.06,"Outgroup"
"1",1.548,"Outgroup"
"1",1.479,"Outgroup"
"1",1.317,"Outgroup"
"1",NA,"Ingroup"
"1",1.051,"Ingroup"
"1",1.056,"Ingroup"
"1",1.05,"Ingroup"
"1",1.174,"Ingroup"
"1",0.907,"Ingroup"
"1",1.083,"Outgroup"
"1",0.876,"Outgroup"
"1",1.398,"Outgroup"
"1",1.401,"Ingroup"
"1",1.265,"Outgroup"
"1",1.504,"Ingroup"
"1",0.669,"Ingroup"
"1",0.936,"Outgroup"
"1",0.696,"Ingroup"
"1",1.415,"Outgroup"
"1",1.176,"Ingroup"
"1",1.086,"Ingroup"
"1",2.077,"Ingroup"
"1",1.872,"Outgroup"
"1",1.284,"Ingroup"
"1",0.838,"Outgroup"
"1",1.12,"Outgroup"
"1",2.475,"Ingroup"
"1",0.84,"Outgroup"
"1",0.847,"Outgroup"
"1",1.411,"Ingroup"
"1",1.866,"Outgroup"
"1",1.81,"Ingroup"
"1",1.166,"Outgroup"
"1",2.141,"Ingroup"
"1",0.977,"Ingroup"
"1",1.321,"Outgroup"
"1",1.102,"Ingroup"
"1",0.818,"Ingroup"
"1",NA,"Outgroup"
"1",1.114,"Outgroup"
"1",1.397,"Outgroup"
"1",0.722,"Outgroup"
"1",1.695,"Outgroup"
"1",NA,"Ingroup"
"1",1.648,"Outgroup"
"1",2.012,"Ingroup"
"1",2.636,"Outgroup"
"1",1.636,"Outgroup"
"1",1.203,"Ingroup"
"1",NA,"Ingroup"
"1",1.309,"Ingroup"
"1",1.31,"Outgroup"
"1",1.344,"Outgroup"
"1",1.538,"Ingroup"
"1",0.924,"Outgroup"
"1",1.609,"Outgroup"
"1",0.788,"Ingroup"
"1",0.979,"Ingroup"
"1",1.911,"Ingroup"
"1",1.366,"Outgroup"
"1",1.047,"Outgroup"
"1",1.623,"Outgroup"
"1",1.191,"Outgroup"
"1",1.973,"Outgroup"
"1",1.097,"Outgroup"
"1",1.257,"Ingroup"
"1",1.055,"Outgroup"
"1",1.426,"Outgroup"
"1",1.111,"Ingroup"
"1",1.092,"Outgroup"
"1",1.55,"Outgroup"
"1",1.136,"Ingroup"
"1",1.343,"Outgroup"
"1",1.217,"Outgroup"
"1",1.265,"Ingroup"
"1",1.372,"Ingroup"
"1",1.183,"Ingroup"
"1",NA,"Ingroup"
"1",NA,"Outgroup"
"1",0.917,"Ingroup"
"1",0.6,"Ingroup"
"1",2.649,"Outgroup"
"1",NA,"Outgroup"
"1",0.75,"Ingroup"
"1",1.037,"Ingroup"
"1",0.757,"Outgroup"
"1",0.902,"Ingroup"
"1",2.51,"Ingroup"
"1",1.099,"Ingroup"
"1",1.256,"Ingroup"
"1",1.743,"Ingroup"
"1",1.029,"Ingroup"
"1",2.037,"Outgroup"
"1",1.429,"Ingroup"
"1",1.297,"Outgroup"
"1",1.429,"Outgroup"
"1",1.21,"Ingroup"
"1",0.839,"Ingroup"
"1",2.321,"Outgroup"
"1",2.52,"Ingroup"
"1",1.42,"Outgroup"
"1",1.229,"Outgroup"
"1",0.782,"Ingroup"
"1",1.434,"Ingroup"
"1",1.248,"Outgroup"
"1",1.81,"Outgroup"
"1",2.052,"Outgroup"
"1",NA,"Outgroup"
"1",2.494,"Outgroup"
"1",1.144,"Outgroup"
"1",1.52,"Outgroup"
"1",1.027,"Ingroup"
"1",1.923,"Outgroup"
"1",2.114,"Outgroup"
"1",NA,"Outgroup"
"1",1.226,"Ingroup"
"1",NA,"Ingroup"
"1",1.112,"Ingroup"
"1",NA,"Outgroup"
"1",NA,"Ingroup"
"1",1.264,"Outgroup"
"1",1.416,"Ingroup"
"1",1.682,"Ingroup"
"1",NA,"Outgroup"
"1",0.976,"Outgroup"
"1",1.194,"Ingroup"
"1",1.103,"Ingroup"
"1",1.223,"Outgroup"
"1",1.373,"Ingroup"
"1",1.38,"Outgroup"
"1",0.901,"Outgroup"
"1",1.28,"Ingroup"
"1",1.551,"Ingroup"
"1",1.267,"Outgroup"
"1",2.086,"Outgroup"
"1",2.063,"Outgroup"
"1",1.135,"Outgroup"
"1",0.841,"Outgroup"
"1",1.434,"Outgroup"
"1",1.372,"Ingroup"
"1",1.042,"Outgroup"
"1",2.552,"Ingroup"
"1",1.36,"Ingroup"
"1",1.541,"Ingroup"
"1",1.595,"Outgroup"
"1",1.851,"Ingroup"
"1",1.019,"Outgroup"
"1",1.004,"Ingroup"
"1",2.059,"Outgroup"
"1",1.682,"Outgroup"
"1",1.11,"Ingroup"
"1",1.087,"Ingroup"
"1",1.019,"Ingroup"
"1",0.858,"Outgroup"
"1",1.044,"Outgroup"
"1",NA,"Ingroup"
"1",1.737,"Ingroup"
"1",1.38,"Ingroup"
"1",1.128,"Ingroup"
"1",1.21,"Outgroup"
"1",1.012,"Ingroup"
"1",2.017,"Outgroup"
"1",1.064,"Outgroup"
"1",1.379,"Ingroup"
"1",1.593,"Ingroup"
"1",2.151,"Ingroup"
"1",NA,"Outgroup"
"1",1.831,"Ingroup"
"1",1.131,"Ingroup"
"1",1.341,"Outgroup"
"1",1.365,"Ingroup"
"1",1.157,"Ingroup"
"1",0.693,"Ingroup"
"1",1.874,"Outgroup"
"1",1.911,"Ingroup"
"1",2.466,"Outgroup"
"1",NA,"Outgroup"
"1",0.94,"Ingroup"
"1",1.934,"Ingroup"
"1",0.923,"Ingroup"
"1",1.037,"Ingroup"
"1",2.411,"Ingroup"
"1",1.105,"Ingroup"
"1",1.121,"Outgroup"
"1",1.136,"Ingroup"
"1",1.359,"Outgroup"
"1",1.293,"Outgroup"
"1",0.931,"Ingroup"
"1",1.182,"Ingroup"
"1",1.066,"Ingroup"
"1",1.067,"Outgroup"
"1",0.648,"Ingroup"
"1",1.111,"Outgroup"
"1",1.124,"Ingroup"
"1",2.372,"Outgroup"
"1",1.458,"Outgroup"
"1",NA,"Ingroup"
"1",1.964,"Outgroup"
"1",2.541,"Ingroup"
"1",1.499,"Outgroup"
"1",1.581,"Ingroup"
"1",NA,"Ingroup"
"1",1.541,"Outgroup"
"1",1.493,"Outgroup"
"1",NA,"Outgroup"
"1",1.929,"Ingroup"
"1",1.434,"Outgroup"
"1",NA,"Ingroup"
"1",0.641,"Outgroup"
"1",0.99,"Outgroup"
"1",1.235,"Outgroup"
"1",1.118,"Outgroup"
"1",2.294,"Ingroup"
"1",NA,"Outgroup"
"1",1.13,"Outgroup"
"1",1.351,"Ingroup"
"1",1.273,"Ingroup"
"1",1.061,"Ingroup"
"1",1.235,"Outgroup"
"1",NA,"Ingroup"
"1",2.455,"Outgroup"
"1",2.218,"Ingroup"
"1",2.233,"Outgroup"
"1",2.542,"Outgroup"
"1",NA,"Outgroup"
"1",2.443,"Ingroup"
"1",1.16,"Ingroup"
"1",1.095,"Outgroup"
"1",0.867,"Outgroup"
"1",1.534,"Outgroup"
"1",0.861,"Ingroup"
"1",1.368,"Ingroup"
"1",1.377,"Ingroup"
"1",1.602,"Ingroup"
"1",1.194,"Ingroup"
"1",1.353,"Ingroup"
"1",1.251,"Outgroup"
"1",1.206,"Outgroup"
"1",1.7,"Ingroup"
"1",1.83,"Ingroup"
"1",1.583,"Ingroup"
"1",0.891,"Ingroup"
"1",1.58,"Outgroup"
"1",1.147,"Outgroup"
"1",2.288,"Outgroup"
"1",1.876,"Ingroup"
"1",1.715,"Outgroup"
"1",1.814,"Ingroup"
"1",0.738,"Outgroup"
"1",0.648,"Ingroup"
"1",1.181,"Ingroup"
"1",1.007,"Ingroup"
"1",0.989,"Ingroup"
"1",1.531,"Outgroup"
"1",0.914,"Ingroup"
"1",1.384,"Outgroup"
"1",0.947,"Outgroup"
"1",1.361,"Ingroup"
"1",NA,"Outgroup"
"1",NA,"Outgroup"
"1",1.465,"Ingroup"
"1",1.288,"Outgroup"
"1",1.585,"Ingroup"
"1",1.126,"Outgroup"
"1",1.475,"Outgroup"
"1",2.088,"Ingroup"
"1",1.966,"Outgroup"
"1",0.894,"Ingroup"
"1",1.102,"Ingroup"
"1",1.399,"Outgroup"
"1",0.935,"Ingroup"
"1",1.14,"Ingroup"
"1",1.774,"Ingroup"
"1",2.642,"Outgroup"
"1",NA,"Ingroup"
"1",2.003,"Ingroup"
"1",2.558,"Outgroup"
"1",NA,"Outgroup"
"1",2.463,"Outgroup"
"1",2.223,"Outgroup"
"1",1.862,"Outgroup"
"1",2.434,"Outgroup"
"1",0.788,"Outgroup"
"1",1.123,"Outgroup"
"1",2.326,"Ingroup"
"1",1.16,"Ingroup"
"1",1.575,"Outgroup"
"1",2.632,"Outgroup"
"1",1.022,"Outgroup"
"1",2.608,"Outgroup"
"1",1.111,"Outgroup"
"1",1.105,"Ingroup"
"1",0.946,"Outgroup"
"1",1.614,"Outgroup"
"1",1.1,"Ingroup"
"1",2.234,"Outgroup"
"1",0.987,"Ingroup"
"1",0.816,"Ingroup"
"1",1.235,"Outgroup"
"1",1.529,"Ingroup"
"1",0.751,"Ingroup"
"1",0.747,"Outgroup"
"1",0.923,"Outgroup"
"1",1.786,"Outgroup"
"1",2.153,"Ingroup"
"1",0.872,"Outgroup"
"1",1.351,"Outgroup"
"1",1.536,"Ingroup"
"1",NA,"Outgroup"
"1",1.545,"Ingroup"
"1",1.136,"Outgroup"
"1",0.914,"Ingroup"
"1",2.078,"Outgroup"
"1",0.797,"Outgroup"
"1",0.787,"Ingroup"
"1",0.733,"Outgroup"
"1",1.099,"Outgroup"
"1",1.863,"Outgroup"
"1",1.226,"Outgroup"
"1",1.207,"Outgroup"
"1",2.372,"Outgroup"
"1",2.182,"Outgroup"
"1",1.072,"Ingroup"
"1",1.681,"Ingroup"
"1",1.207,"Ingroup"
"1",1.078,"Ingroup"
"1",NA,"Outgroup"
"1",1.094,"Outgroup"
"1",1.02,"Ingroup"
"1",NA,"Outgroup"
"1",1.504,"Ingroup"
"1",0.988,"Ingroup"
"1",1.08,"Outgroup"
"1",1.212,"Ingroup"
"1",0.758,"Ingroup"
"1",NA,"Outgroup"
"1",1.293,"Ingroup"
"1",1.045,"Outgroup"
"1",0.874,"Outgroup"
"1",0.608,"Ingroup"
"1",1.459,"Ingroup"
"1",1.218,"Outgroup"
"1",1.445,"Outgroup"
"1",1.861,"Ingroup"
"1",2.539,"Outgroup"
"1",0.994,"Ingroup"
"1",1.245,"Ingroup"
"1",0.804,"Outgroup"
"1",1.156,"Outgroup"
"1",0.954,"Ingroup"
"1",1.154,"Ingroup"
"1",1.215,"Outgroup"
"1",0.865,"Outgroup"
"1",2.144,"Outgroup"
"1",1.036,"Outgroup"
"1",1.425,"Ingroup"
"1",2.168,"Ingroup"
"1",1.027,"Outgroup"
"1",0.85,"Outgroup"
"1",1.034,"Ingroup"
"1",0.737,"Ingroup"
"1",1.029,"Ingroup"
"1",2.478,"Outgroup"
"1",1.647,"Outgroup"
"1",1.065,"Ingroup"
"1",0.689,"Outgroup"
"1",1.396,"Outgroup"
"1",1.736,"Outgroup"
"1",1.404,"Ingroup"
"1",1.283,"Ingroup"
"1",0.985,"Outgroup"
"1",0.958,"Outgroup"
"1",0.825,"Outgroup"
"1",0.974,"Outgroup"
"1",0.813,"Ingroup"
"1",0.848,"Outgroup"
"1",0.984,"Ingroup"
"1",NA,"Outgroup"
"1",1.121,"Ingroup"
"1",1.06,"Outgroup"
"1",NA,"Outgroup"
"1",1.014,"Ingroup"
"1",0.955,"Ingroup"
"1",1.864,"Outgroup"
"1",0.985,"Outgroup"
"1",1.78,"Outgroup"
"1",0.821,"Outgroup"
"1",1.241,"Ingroup"
"1",1.542,"Ingroup"
"1",1.233,"Ingroup"
"1",0.775,"Outgroup"
"1",0.722,"Ingroup"
"1",1.515,"Ingroup"
"1",1.077,"Ingroup"
"1",0.64,"Ingroup"
"1",1.246,"Ingroup"
"1",0.762,"Ingroup"
"1",0.873,"Ingroup"
"1",0.99,"Ingroup"
"1",0.834,"Ingroup"
"1",1.341,"Ingroup"
"1",1.578,"Ingroup"
"1",1.666,"Outgroup"
"1",0.994,"Outgroup"
"1",1.367,"Outgroup"
"1",1.95,"Ingroup"
"1",0.801,"Outgroup"
"1",0.837,"Ingroup"
"1",1.062,"Ingroup"
"1",1.415,"Ingroup"
"1",1.563,"Outgroup"
"1",1.504,"Outgroup"
"1",1.005,"Ingroup"
"1",NA,"Outgroup"
"1",1.808,"Ingroup"
"1",0.794,"Outgroup"
"1",0.9,"Ingroup"
"1",0.839,"Ingroup"
"1",NA,"Outgroup"
"1",1.649,"Ingroup"
"1",0.788,"Ingroup"
"1",0.926,"Ingroup"
"1",0.904,"Outgroup"
"1",2.081,"Ingroup"
"1",1.322,"Outgroup"
"1",1.399,"Ingroup"
"1",0.773,"Ingroup"
"1",1.365,"Outgroup"
"1",NA,"Outgroup"
"1",1.343,"Ingroup"
"1",0.963,"Outgroup"
"1",1.291,"Outgroup"
"1",1.199,"Ingroup"
"1",1.419,"Ingroup"
"1",1.857,"Ingroup"
"1",0.971,"Ingroup"
"1",1.193,"Ingroup"
"1",1.601,"Outgroup"
"1",1.595,"Outgroup"
"1",1.142,"Outgroup"
"1",0.701,"Ingroup"
"1",0.602,"Outgroup"
"1",1.201,"Outgroup"
"1",1.153,"Outgroup"
"1",1.047,"Outgroup"
"1",2.396,"Ingroup"
"1",0.637,"Ingroup"
"1",0.789,"Ingroup"
"1",0.839,"Outgroup"
"1",1.675,"Outgroup"
"1",1.643,"Outgroup"
"1",1.925,"Ingroup"
"1",1.185,"Ingroup"
"1",NA,"Outgroup"
"1",0.714,"Ingroup"
"1",1.068,"Ingroup"
"1",2.445,"Outgroup"
"1",1.543,"Outgroup"
"1",0.841,"Ingroup"
"1",0.71,"Ingroup"
"1",0.928,"Outgroup"
"1",1.162,"Ingroup"
"1",1.211,"Ingroup"
"1",1.525,"Outgroup"
"1",0.797,"Outgroup"
"1",1.246,"Ingroup"
"1",2.058,"Outgroup"
"1",2.629,"Ingroup"
"1",0.935,"Ingroup"
"1",1.097,"Outgroup"
"1",2.671,"Ingroup"
"1",2.297,"Outgroup"
"1",2.419,"Ingroup"
"1",2.694,"Outgroup"
"1",1.435,"Outgroup"
"1",0.773,"Outgroup"
"1",0.613,"Ingroup"
"1",NA,"Outgroup"
"1",NA,"Outgroup"
"1",1.593,"Ingroup"
"1",1.117,"Outgroup"
"1",1.904,"Ingroup"
"1",NA,"Outgroup"
"1",0.781,"Ingroup"
"1",NA,"Ingroup"
"1",NA,"Outgroup"
"1",2.31,"Outgroup"
"1",NA,"Outgroup"
"1",2.218,"Outgroup"
"1",NA,"Outgroup"
"1",NA,"Outgroup"
"1",0.93,"Outgroup"
"1",0.943,"Ingroup"
"1",1.776,"Ingroup"
"1",1.178,"Outgroup"
"1",1.707,"Outgroup"
"1",2.297,"Ingroup"
"1",NA,"Outgroup"
"1",1.064,"Ingroup"
"1",0.966,"Ingroup"
"1",1.388,"Ingroup"
"1",0.567,"Ingroup"
"1",1.245,"Outgroup"
"1",1.79,"Outgroup"
"1",1.686,"Ingroup"
"1",NA,"Outgroup"
"1",0.839,"Ingroup"
"1",2.057,"Outgroup"
"1",1.071,"Outgroup"
"1",0.826,"Ingroup"
"1",1.397,"Outgroup"
"1",1.141,"Outgroup"
"1",1.136,"Ingroup"
"1",1.108,"Outgroup"
"1",1.304,"Ingroup"
"1",0.977,"Outgroup"
"1",1.198,"Outgroup"
"1",0.971,"Ingroup"
"1",1.123,"Ingroup"
"1",0.926,"Ingroup"
"1",1.265,"Ingroup"
"1",1.117,"Ingroup"
"1",1.847,"Outgroup"
"1",0.806,"Ingroup"
"1",1.209,"Outgroup"
"1",1.173,"Outgroup"
"2",NA,"Outgroup"
"2",1.279,"Ingroup"
"2",1.073,"Ingroup"
"2",0.902,"Ingroup"
"2",0.896,"Outgroup"
"2",1.365,"Ingroup"
"2",1.295,"Ingroup"
"2",1.048,"Outgroup"
"2",1.313,"Outgroup"
"2",NA,"Outgroup"
"2",0.881,"Outgroup"
"2",0.946,"Ingroup"
"2",0.986,"Outgroup"
"2",NA,"Ingroup"
"2",0.794,"Outgroup"
"2",1.158,"Outgroup"
"2",0.881,"Outgroup"
"2",0.792,"Ingroup"
"2",1.11,"Outgroup"
"2",0.744,"Outgroup"
"2",0.967,"Outgroup"
"2",NA,"Outgroup"
"2",0.928,"Ingroup"
"2",0.819,"Ingroup"
"2",0.746,"Ingroup"
"2",0.953,"Outgroup"
"2",0.649,"Ingroup"
"2",NA,"Outgroup"
"2",0.796,"Ingroup"
"2",0.861,"Outgroup"
"2",1.067,"Outgroup"
"2",NA,"Ingroup"
"2",0.806,"Outgroup"
"2",0.75,"Outgroup"
"2",0.662,"Outgroup"
"2",0.64,"Ingroup"
"2",0.774,"Ingroup"
"2",1.296,"Outgroup"
"2",0.894,"Outgroup"
"2",0.893,"Ingroup"
"2",1.043,"Outgroup"
"2",0.754,"Ingroup"
"2",0.842,"Outgroup"
"2",1.052,"Outgroup"
"2",0.853,"Outgroup"
"2",1.117,"Outgroup"
"2",1.057,"Outgroup"
"2",0.866,"Ingroup"
"2",0.748,"Ingroup"
"2",0.799,"Outgroup"
"2",1.15,"Outgroup"
"2",NA,"Outgroup"
"2",0.802,"Ingroup"
"2",0.799,"Outgroup"
"2",NA,"Outgroup"
"2",NA,"Ingroup"
"2",0.808,"Ingroup"
"2",0.813,"Outgroup"
"2",0.959,"Ingroup"
"2",NA,"Ingroup"
"2",0.868,"Ingroup"
"2",0.728,"Outgroup"
"2",1.021,"Outgroup"
"2",0.731,"Outgroup"
"2",0.776,"Outgroup"
"2",0.703,"Ingroup"
"2",0.712,"Ingroup"
"2",1.324,"Ingroup"
"2",0.878,"Outgroup"
"2",0.679,"Ingroup"
"2",0.679,"Ingroup"
"2",0.856,"Ingroup"
"2",0.821,"Ingroup"
"2",1.274,"Ingroup"
"2",0.782,"Outgroup"
"2",0.756,"Ingroup"
"2",1.039,"Ingroup"
"2",1.007,"Outgroup"
"2",0.8,"Ingroup"
"2",0.902,"Outgroup"
"2",1.059,"Outgroup"
"2",0.796,"Ingroup"
"2",1.082,"Ingroup"
"2",0.772,"Ingroup"
"2",1.233,"Outgroup"
"2",0.655,"Ingroup"
"2",0.873,"Outgroup"
"2",1.113,"Ingroup"
"2",1.242,"Ingroup"
"2",1.049,"Ingroup"
"2",0.952,"Ingroup"
"2",1.051,"Ingroup"
"2",0.806,"Ingroup"
"2",0.811,"Outgroup"
"2",NA,"Ingroup"
"2",NA,"Ingroup"
"2",0.807,"Ingroup"
"2",1.297,"Outgroup"
"2",NA,"Ingroup"
"2",1.087,"Outgroup"
"2",1.046,"Ingroup"
"2",1.254,"Outgroup"
"2",0.794,"Outgroup"
"2",NA,"Outgroup"
"2",0.784,"Outgroup"
"2",0.919,"Ingroup"
"2",0.938,"Ingroup"
"2",0.792,"Outgroup"
"2",NA,"Outgroup"
"2",1.096,"Outgroup"
"2",0.827,"Ingroup"
"2",0.825,"Outgroup"
"2",0.861,"Ingroup"
"2",1.092,"Ingroup"
"2",0.915,"Ingroup"
"2",0.794,"Outgroup"
"2",1.112,"Ingroup"
"2",NA,"Ingroup"
"2",0.812,"Outgroup"
"2",1.017,"Outgroup"
"2",0.85,"Outgroup"
"2",NA,"Outgroup"
"2",1.207,"Ingroup"
"2",1.121,"Ingroup"
"2",NA,"Ingroup"
"2",0.985,"Outgroup"
"2",0.894,"Outgroup"
"2",1.184,"Ingroup"
"2",NA,"Outgroup"
"2",NA,"Outgroup"
"2",0.755,"Ingroup"
"2",1.052,"Ingroup"
"2",0.921,"Ingroup"
"2",1.232,"Ingroup"
"2",1.302,"Outgroup"
"2",0.927,"Ingroup"
"2",0.97,"Outgroup"
"2",0.87,"Outgroup"
"2",0.943,"Ingroup"
"2",1.08,"Outgroup"
"2",0.788,"Outgroup"
"2",0.895,"Outgroup"
"2",1.058,"Ingroup"
"2",0.842,"Outgroup"
"2",1.114,"Outgroup"
"2",0.839,"Outgroup"
"2",1.082,"Ingroup"
"2",0.893,"Outgroup"
"2",0.898,"Outgroup"
"2",1.132,"Ingroup"
"2",0.918,"Outgroup"
"2",0.85,"Ingroup"
"2",NA,"Ingroup"
"2",0.796,"Outgroup"
"2",0.858,"Ingroup"
"2",0.812,"Outgroup"
"2",NA,"Ingroup"
"2",1.16,"Outgroup"
"2",0.847,"Ingroup"
"2",NA,"Ingroup"
"2",NA,"Ingroup"
"2",0.948,"Ingroup"
"2",1.05,"Ingroup"
"2",1.232,"Ingroup"
"2",0.807,"Ingroup"
"2",1.052,"Outgroup"
"2",0.868,"Outgroup"
"2",0.857,"Ingroup"
"2",0.879,"Ingroup"
"2",0.793,"Outgroup"
"2",0.825,"Ingroup"
"2",1.009,"Outgroup"
"2",NA,"Outgroup"
"2",0.801,"Ingroup"
"2",0.724,"Outgroup"
"2",0.866,"Outgroup"
"2",1.213,"Ingroup"
"2",0.852,"Outgroup"
"2",0.966,"Ingroup"
"2",0.892,"Outgroup"
"2",0.922,"Ingroup"
"2",0.962,"Ingroup"
"2",1.092,"Outgroup"
"2",0.911,"Ingroup"
"2",0.824,"Ingroup"
"2",0.804,"Outgroup"
"2",0.933,"Ingroup"
"2",0.997,"Outgroup"
"2",1.23,"Ingroup"
"2",0.861,"Outgroup"
"2",1.028,"Outgroup"
"2",1.024,"Outgroup"
"2",0.962,"Outgroup"
"2",0.835,"Ingroup"
"2",0.986,"Ingroup"
"2",0.788,"Outgroup"
"2",0.761,"Ingroup"
"2",1.064,"Ingroup"
"2",NA,"Outgroup"
"2",NA,"Ingroup"
"2",1.369,"Outgroup"
"2",0.798,"Ingroup"
"2",1.23,"Ingroup"
"2",1.011,"Outgroup"
"2",0.761,"Outgroup"
"2",1.291,"Ingroup"
"2",0.731,"Ingroup"
"2",0.916,"Ingroup"
"2",1.31,"Outgroup"
"2",NA,"Ingroup"
"2",0.746,"Outgroup"
"2",1.011,"Outgroup"
"2",0.875,"Outgroup"
"2",0.902,"Outgroup"
"2",NA,"Ingroup"
"2",0.84,"Ingroup"
"2",1.122,"Outgroup"
"2",0.747,"Outgroup"
"2",0.884,"Outgroup"
"2",0.967,"Ingroup"
"2",0.552,"Ingroup"
"2",0.791,"Outgroup"
"2",NA,"Outgroup"
"2",0.746,"Outgroup"
"2",1.223,"Ingroup"
"2",NA,"Outgroup"
"2",0.772,"Outgroup"
"2",NA,"Outgroup"
"2",1.083,"Outgroup"
"2",0.928,"Outgroup"
"2",0.806,"Ingroup"
"2",0.776,"Outgroup"
"2",0.855,"Ingroup"
"2",0.743,"Ingroup"
"2",0.933,"Outgroup"
"2",0.753,"Ingroup"
"2",0.793,"Ingroup"
"2",NA,"Outgroup"
"2",0.916,"Outgroup"
"2",0.797,"Outgroup"
"2",0.852,"Ingroup"
"2",0.951,"Ingroup"
"2",0.806,"Ingroup"
"2",0.886,"Outgroup"
"2",1.097,"Outgroup"
"2",0.924,"Outgroup"
"2",NA,"Outgroup"
"2",NA,"Outgroup"
"2",0.714,"Outgroup"
"2",0.843,"Outgroup"
"2",0.758,"Ingroup"
"2",0.792,"Ingroup"
"2",0.962,"Outgroup"
"2",0.828,"Outgroup"
"2",0.792,"Outgroup"
"2",1.044,"Ingroup"
"2",1.108,"Ingroup"
"2",0.838,"Ingroup"
"2",0.836,"Ingroup"
"2",0.736,"Ingroup"
"2",0.65,"Ingroup"
"2",0.724,"Outgroup"
"2",0.744,"Ingroup"
"2",0.969,"Ingroup"
"2",1.077,"Ingroup"
"2",1.109,"Outgroup"
"2",0.929,"Ingroup"
"2",1.07,"Ingroup"
"2",0.818,"Outgroup"
"2",0.732,"Ingroup"
"2",0.784,"Outgroup"
"2",0.931,"Ingroup"
"2",0.923,"Ingroup"
"2",0.832,"Outgroup"
"2",0.69,"Ingroup"
"2",0.924,"Ingroup"
"2",1.166,"Outgroup"
"2",1.369,"Outgroup"
"2",0.835,"Ingroup"
"2",0.775,"Outgroup"
"2",0.76,"Outgroup"
"2",1.005,"Outgroup"
"2",0.772,"Outgroup"
"2",0.829,"Ingroup"
"2",0.674,"Outgroup"
"2",0.943,"Ingroup"
"2",0.781,"Outgroup"
"2",0.687,"Ingroup"
"2",0.771,"Ingroup"
"2",0.704,"Ingroup"
"2",NA,"Outgroup"
"2",0.916,"Outgroup"
"2",0.799,"Outgroup"
"2",0.8,"Ingroup"
"2",1.123,"Ingroup"
"2",0.715,"Ingroup"
"2",0.788,"Ingroup"
"2",0.762,"Ingroup"
"2",0.9,"Ingroup"
"2",0.752,"Outgroup"
"2",NA,"Ingroup"
"2",0.688,"Ingroup"
"2",NA,"Outgroup"
"2",0.605,"Ingroup"
"2",0.695,"Ingroup"
"2",0.745,"Outgroup"
"2",0.979,"Outgroup"
"2",0.958,"Outgroup"
"2",0.755,"Ingroup"
"2",0.745,"Ingroup"
"2",0.748,"Ingroup"
"2",0.81,"Ingroup"
"2",0.953,"Ingroup"
"2",0.96,"Ingroup"
"2",0.818,"Ingroup"
"2",1.247,"Outgroup"
"2",0.699,"Ingroup"
"2",0.783,"Ingroup"
"2",0.938,"Ingroup"
"2",0.95,"Outgroup"
"2",0.775,"Outgroup"
"2",0.79,"Ingroup"
"2",0.913,"Outgroup"
"2",0.949,"Ingroup"
"2",0.813,"Outgroup"
"2",1.037,"Ingroup"
"2",0.84,"Outgroup"
"2",NA,"Ingroup"
"2",NA,"Ingroup"
"2",1.092,"Outgroup"
"2",0.773,"Ingroup"
"2",1.102,"Ingroup"
"2",0.812,"Ingroup"
"2",0.612,"Outgroup"
"2",0.728,"Ingroup"
"2",0.92,"Outgroup"
"2",0.836,"Ingroup"
"2",0.65,"Ingroup"
"2",1.109,"Outgroup"
"2",0.747,"Ingroup"
"2",0.861,"Ingroup"
"2",0.95,"Outgroup"
"2",0.91,"Outgroup"
"2",0.709,"Outgroup"
"2",0.798,"Ingroup"
"2",0.917,"Outgroup"
"2",1.165,"Ingroup"
"2",NA,"Ingroup"
"2",0.774,"Ingroup"
"2",1.292,"Outgroup"
"2",1.009,"Ingroup"
"2",1.365,"Outgroup"
"2",NA,"Outgroup"
"2",0.776,"Outgroup"
"2",0.904,"Outgroup"
"2",NA,"Outgroup"
"2",0.755,"Ingroup"
"2",0.964,"Outgroup"
"2",0.674,"Ingroup"
"2",NA,"Ingroup"
"2",0.632,"Ingroup"
"2",0.839,"Outgroup"
